1,-0.06542969,0.26611328,0.88427734,1.0131836,1.0595703,0.8417969,1.1230469,-0.46142578,-2.2387695,-1.3808594,0.18847656,0.4741211,1.7080078,0.35595703,-0.6645508,-1.1318359,-1.0419922,-0.8544922,-0.67089844,-0.87841797,-0.4194336,-0.3671875,-0.44726562,0.024902344,-0.22753906,-0.06347656,0.2553711,0.3930664,0.6816406,0.7832031,0.43896484,0.55566406,0.39453125,0.41455078,0.4116211,-0.092285156,-0.11669922,0,0,0,0,0,0,0
-1,-0.034179688,-0.1977539,-0.45361328,-0.7392578,-0.90966797,-1.3256836,-2.0610352,-0.8881836,1.6733398,1.434082,-0.94433594,-2.7089844,-3.296875,-1.4458008,-0.40283203,-0.2055664,0.122558594,0.06982422,0.4091797,0.40771484,0.4873047,0.37695312,0.13574219,-0.5888672,-0.30908203,-0.47607422,-0.51416016,-0.39990234,-0.57373047,-0.6713867,-0.5864258,-0.088378906,0.29882812,0.6152344,0.7163086,0.54589844,0.29345703,0.34960938,0,0,0,0,0,0
-1,0.20361328,-0.06201172,-0.5019531,-0.6958008,-0.5307617,-0.9042969,-0.7871094,1.4287109,1.9868164,0.06298828,-1.5898438,-3.145996,-2.4736328,-0.8261719,-0.54345703,-0.23095703,0.099609375,0.13134766,0.37695312,0.43847656,0.15966797,0.12988281,-0.103515625,0.122558594,-0.36865234,-0.23925781,-0.30566406,-0.625,-0.5864258,-0.3330078,-0.18164062,0.1850586,0.60009766,0.76416016,0.104003906,0.103027344,0.013183594,0,0,0,0,0,0,0
-1,0.12988281,-0.07324219,-0.5566406,-0.81640625,-1.0419922,-1.5541992,-1.4360352,0.5605469,1.8955078,1.6333008,-0.39160156,-2.0332031,-2.4628906,-1.050293,-0.115722656,-0.009765625,0.061035156,-0.056152344,0.0146484375,0.15771484,0.14208984,-0.10205078,-0.2368164,-0.12597656,-0.18457031,-0.45703125,-0.69433594,-0.76220703,-0.81347656,-0.4482422,-0.02734375,-0.072265625,0.2841797,0.66552734,0.15722656,0.20166016,0.1171875,0,0,0,0,0,0,0
-1,-0.14404297,-0.4189453,-0.8486328,-0.96484375,-1.2421875,-1.878418,-0.91503906,1.9438477,3.0253906,0.20703125,-1.7592773,-3.366211,-2.527832,-0.8725586,-0.4165039,-0.5957031,0.15966797,0.115234375,0.07861328,0.34179688,0.4453125,0.052246094,-0.14111328,-0.53466797,-0.2836914,-0.21826172,-0.5024414,-0.45654297,-0.6303711,-0.27490234,-0.025390625,-0.11279297,0.36523438,0.7504883,0.051757812,0.119140625,0.0053710938,0,0,0,0,0,0,0
1,0.3720703,0.6767578,0.9379883,1.140625,1.0214844,0.8305664,0.8222656,-1.559082,-2.5200195,-1.1914062,0.5571289,1.0864258,1.9887695,0.3828125,-0.5683594,-0.92089844,-0.8730469,-0.7871094,-0.8925781,-0.45507812,-0.390625,-0.12207031,-0.2578125,-0.5600586,-0.28955078,-0.34570312,-0.20458984,0.38085938,0.43164062,0.7397461,0.46533203,0.51220703,0.3779297,0.2836914,0.35498047,0.29101562,0.10839844,0,0,0,0,0,0,0
-1,0.08544922,-0.12109375,-0.60791016,-0.8745117,-0.9199219,-1.699707,-0.6791992,1.1933594,1.902832,0.6069336,-1.074707,-2.7368164,-2.2080078,-0.92578125,-0.48632812,-0.27539062,-0.11230469,0.067871094,0.17919922,0.26953125,-0.01171875,0.099609375,0.0014648438,-0.19677734,-0.31835938,-0.2836914,-0.37890625,-0.38867188,-0.16113281,-0.08154297,0.37060547,0.44921875,0.69970703,0.5053711,-0.033203125,-0.14355469,0,0,0,0,0,0,0,0
1,0.34179688,0.67333984,1.1118164,1.2861328,0.8984375,1.0527344,-0.17578125,-2.0195312,-1.4648438,-0.16894531,0.55371094,1.78125,0.30078125,-0.83203125,-1.2915039,-1.2397461,-0.9863281,-0.765625,-0.78027344,-0.5595703,-0.17089844,-0.09326172,-0.70458984,-0.35888672,-0.17626953,0.4501953,0.27246094,0.6044922,0.6435547,0.28808594,0.47607422,0.09472656,0.5126953,0.25146484,0.09033203,-0.08496094,0,0,0,0,0,0,0,0
1,0.43066406,0.30078125,1.0151367,1.0395508,0.66015625,0.7871094,-1.7763672,-2.6362305,-1.9057617,0.73095703,0.6660156,1.9277344,0.49072266,-0.671875,-1.0947266,-1.1694336,-1.1152344,-0.671875,-0.77441406,-0.11035156,-0.3564453,-0.26123047,-0.13574219,0.18408203,0.20166016,0.39648438,0.35302734,0.9814453,0.44921875,0.57177734,0.16259766,-0.15136719,0.48535156,0.13574219,-0.16015625,-0.10546875,0,0,0,0,0,0,0,0
1,0.12060547,0.21875,0.5932617,1.0063477,1.1669922,1.0356445,1.222168,-1.7573242,-2.1767578,-0.4477539,1.1708984,1.6035156,1.4345703,0.10107422,-0.75341797,-0.9589844,-1.0634766,-0.94873047,-0.80908203,-0.31884766,-0.16845703,-0.32080078,-0.6582031,-0.048828125,-0.37304688,-0.23486328,0.09375,0.5048828,0.5205078,0.84521484,0.21142578,0.46875,-0.2685547,-0.26708984,0.22265625,0.0625,-0.055664062,0,0,0,0,0,0,0
